"","p_cntrl4224","p_cncr8407","p_cntrl6764","p_cncr3273","p_cntrl1262","p_cncr8861","p_cncr5984","p_cncr8964","p_cncr7142","p_cncr1466","p_cntrl8055","p_cncr5423","p_cncr4352","p_cncr5461","p_cntrl4503","p_cncr5996","p_cntrl6350","p_cntrl2055","p_cncr9392","p_cncr2497","p_cntrl3871","p_cntrl9527","p_cncr8117","p_cntrl3797","p_cncr2900","p_cncr4395","p_cncr2896","p_cncr3688","p_cncr3488","p_cncr5857"
"10111111100111010111",3854,5902,1021,104091,185180,748,8674,893,148805,209902,2754,7629,7660,47586,1252,771217,13711,10420,172147,1922,38,340,39247,143203,339668,2374,70,8959,261,194563
"01100101111101110011",3945,86618,226382,62272,3262,432647,12694,6638282,26081,4003,202567,64930,915787,71946,250429,16923,26244,4145813,253668,96389,851218,599328,3150406,211295,99711,536260,84927,70694,138863,3292
"00110101010011001001",134102,48914,33176,1523805,11640,164830,3546,26203,1394864,190269,36085,29848,966995,383599,440568,12260,22630,103553,21676,11332971,1273667,110936,11701694,75647,97206,31649,24664,86623,148849,43180
"10010001000001111001",226,2801,44954,4625,88926,549731,7440,2957,13,22115,182,1855,31156,323240,273963,59181,1922,31417,489404,10943,599,416,4382,547,193031,429,394,48,1146,123702
"01101001000011011101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10111011011110100110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11011011011001011001",23177,983570,48767,60657,106128,18347087,7539,72625,1037,14834,511610,356274,109865,133309,652269,6039,500070,25550,656378,3608434,55533,284,42601,201699,85891,52821,137602,9947,2571,727199
"10101011010010100110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10111010001011001011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01110010000010100101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11110111011010110001",114046,66213,452965,365968,20687,10575776,150,1781832,238,11229,7180380,1919746,3269666,443536,687700,369,87017,237883,591156,96031,1481,23,8172005,178959,55106,1759,1487700,23188,75595,1414195
"10001110101101100101",4438140,28779,5612,1690020,140522,22522,742369,88994,10792,1327412,65136,20753,62764,54753,47140,556587,832869,162373,2790,16164,191970,826802,1024,562397,178401,182703,7738,66312,86026,24272
"01010010110001001011",18703,3000692,83,37526,68632,1165364,127772,18638,11241,5704,447858,6721,549974,9174,29140,5781,155601,1117,155012,17580739,2985702,476803,7798,61708,1605096,371118,681,1163522,78722,12282
"01100011000111110000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00011000101001010101",702618,2762,4089,416260,241271,90285,39562,3378295,11792,25943,35571,193718,52774,4700628,1592,1367066,4233868,47890,33865,13647,23813,232072,292504,52109,40660,139947,1535578,2707,1901362,246379
"10111010111010101110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01001110111001111011",35098,2802397,1203,21970,18556,53190137,1420,227223,3165,7410,5497786,2577,148489,4123,148862,2149,301431,1722,74687,1699788,7540094,58136,43641,275769,108696,369383,6101,2446805,10668,14167
"01000000110011100100",393013,1828,5450,177065,2115390,26927,85197,165960,11977,2199,21560,78792,1837132,542560,355491,311316,31853,33112,2966,26558,2774415,1756131,23530,37994,6100,3188,81206,477263,1120084,99163
"00010001011011100000",38061,508,70823,746349,2644334,374777,11745,717697,1464,6735,617,619074,2679308,766895,1057427,31785,22313,6418022,49735,523810,32351,12417,348262,331426,39457,2668,56950,88871,683110,809191
"11011100001110001001",288905,9111097,331034,164775,7667,7461,48614,4464,16873,1439549,10234,5464,335595,8099,15419,510,7368970,11053,17898,233242,4341,32230,35255,44489,630202,8015638,448750,29193,12104,104428
"00011111110011100011",54662,26929,613,765311,1350783,854995,1175,441798,102082,259368,430838,14164,18787496,11365,47823,257055,661874,17910,4170,22571880,4772449,50614,520547,883542,2057957,4795,172,15323974,119087,157726
"11011110111100000000",302285,16908189,18960,2056262,5766,4294,344172,87179,1765,199641,908630,186333,1106141,2019,45441,2628,1036654,6590,283998,39372,20033,11816,533,99839,1463820,240643,9891,252065,70274,38854
"00000101101101101100",794821,3340,358158,126434,5152,16501,5884675,109793,16394,98704,2735,22307,124357,106104,6299056,634148,23539,1435945,8316,195091,1060680,21628254,9706,132408,100513,1246899,252,200949,1056442,834
"00001110010010111101",33908,24201,182973,19546,66963,6851645,10,4981,52286,4378580,1326901,9121,37794,16756,140567,10386,252260,337,148957,164853,238861,21926,102914,137954,61510,1343,3515,502048,379169,73480
"01001100110111110011",12432,599029,35806,35488,68716,92489,1500,57603,704416,220401,136989,2880,4079302,8040,6138,31545,1067080,11648,17860,57865,4420723,1143482,526860,226064,182179,46583,61330,1354872,25646,16788
"10101010011001110001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01100101001010010100",119380,452,10994875,72097,9941,16841,6812,508778,8461,9523,123276,2627004,106014,7069311,285461,4094,225029,3216749,188035,1858,4097,22759,10673048,168852,653,97202,7494458,2212,455650,298655
"10011111001101000101",617922,23435,149947,1977978,214456,7836,468031,72972,46008,10429550,10550,785742,64052,154130,39750,176568,1194976,1643609,93977,263157,9594,153266,13491,915836,143191,185652,3688,20393,28245,98775
"01110001010001011000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10011011011000011100",17207,29439,612535,168018,282923,933216,9327,65378,3010,119402,237650,9686039,6883,116287,513295,171142,130750,14250,6252072,66333,1682,195,9772,156789,23504,8484,3397,15286,299112,1888369
"00101110111111000100",2416308,19727,1389,5583029,48171,1963,52162,9708,3127328,123669,28980,55723,16004,60342,73211,77038,48239,101110,10840,24457,68677,137244,17709,8831938,31565,78353,25013,1114734,127793,36470
"10100101111010110001",154479,2191,689256,4024279,27940,985625,958,5606891,2615,4067,6416644,554362,2466588,424302,213398,63887,80418,714677,20766,6131,68445,2105,19656695,57157,232952,10459,3273200,2151,1299119,286689
"10010110100110111001",8894,161455,6142,6873,1431,73518,2316,46,45,256262,12916,82,94311,1883,16487,1377,10329,136,379175,2604,25,168,807,3775,64532698,1089,35,4765,2121,6488
"11011110100110001100",30751,830712,1509,14268,11606,125,91110,21,835,238564,2183,275,15050,739,30914,6357,23474,22,58676,5437,63,1405,16,4036,1537419,19649,9,107261,442,20665
"10110011010100001010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11100001111000000101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00010001110010100101",24636,203,70883,219998,1613529,122477,1290,4667633,3728,33345,65575,185380,7578564,175458,107180,1969110,129988,36249,15197,719702,116219,374109,578399,9978,2771738,2731,4248,122776,80748187,90480
"00001001101011110001",76073,157,49316,59916,425081,1819194,2964,1237829,1642,5651,23029,10012,1407485,1977333,121531,756794,5300644,1428089,720,98905,292868,18451,1284608,646510,294483,47253,3217486,2644,205658,483545
"01010000110111111001",98303,1007252,17949,7377,6302,1264741,8325,12652,28437,16588,30557,2380,4212851,72100,142787,13011,115156,2195,51642,653578,167722,81171,206644,35254,1570609,19507,74154,358149,195791,7777
"01001111110100101000",4960,2243772,282942,5446,422,127564,18493,12477,3390,696117,537849,942,2088203,507,32031439,16160,221766,3194,28630,4876877,11425002,204591,287,97025,4209143,116930,27,2595906,123910,990
"10000000111010011001",85772,26048,87253,603442,102538,984681,9205,20359,2854,2182,1144636,87655,111494,45144,11653,14686,332890,9366,84479,10622,35086,11590,259449,31212,1986300,206498,2652983,943,516356,163736
"00111111001100011000",20903,492891,1155842,22673,45,107919,12082,8475,29690,2454947,36840,39642,16286,115774,1014234,3181,584945,166658,1819079,131091,1099,484,54302,1546164,145633,334063,6272,14725,98674,37443
"11000111011000011110",7373,109133,3651931,61878,105111,742785,45801,45050,3120,20413,4569032,15443967,15217,12745,434475,2660,26914,57489,24189311,32915,38270,17823,47170,132442,4694,149342,1082,97092,34419,104079
"11110101100110000000",3309,38505,43457,99199,1893,19,229578,1916,379,12586,865,2850,754857,26155,76689,7489,6163,38373,49281,969,69,1062,4352,1685,1497796,14711,1294,812,2093,29177
"10101111110101001100",594243,323009,20550,2584520,6842,2806,2267397,2420,8954487,1154640,255423,98326,19713,37065,3702977,5230021,17706,24499,14535,174654,3873114,141648,2034,649333,33061,61275,133,317000,37659,14532
"10111001011100001010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01101011100101111011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10010100000101011101",5826,62103,78854,36937,10123,1797,64834,105,5678,1769468,187,4684,1454,48959,3320,14492,1490,3105,5658593,510,107,73440,2241,585,92017,4930,136,276,1000,4545
"01011001001100101011",112,477136,545991,608,26070,234038,11310,324273,874,230142,363,1831,195148,4890,318660,10142,2009926,249725,111411,8073856,14708,111681,9434,64704,1312228,15570314,2100,101689,188248,38281
"10101100001001001111",278278,102014,6181,3416552,362571,14190,354530,55019,2047488,278131,13093,71325,852,320226,9468,247664,171500,190584,9671,22801,353813,633609,143423,137116,336,6780366,110211,13581,23010,512070
"10010100111110011001",668704,1487411,304864,1912301,3003,94399,20220,15629,40264,115759,764831,110260,608071,7485,4540,3438,276223,4123,548299,26080,4107,24786,749941,29317,12339912,329968,124619,22916,461059,13577
"01100001011010011101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10101001001000010010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00001100100000010111",57,1274,9621,11259,116981,1494,430,21420,1134,153862,10485,809,3017,5830,132,120506,80110,794,548060,187,3694,476994,5159,613,335675,23651,187,555,29020,12413
"00101000011111100010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00111111100100000010",32,41861,1603,15872,1843,115,17864,1891,2129,390587,558,323,20550,1455,19489,34192,15308,15856,530287,12585,220,2157,222,36521,6338552,30831,1,13871,5229,10126
"10010111001011111011",458387,32833,46552,186440,281865,25952558,20612,24466,5001,72979,180255,264636,510698,233933,103557,5625,251344,343636,143551,728186,8773,587,3366338,1709505,67010,29657,6443,168148,6491,927579
"11111001011111001111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01111101100001111111",571,35068,987,1520,10022,83513,914,228938,2030,5485,3966,246,15962,94939,136989,319070,3049,704,50414,79652,9376,6012,85491,689,13188,16916,44,46555,1985,21441
"00011111010100101001",1441,1089900,497497,15990,1850,777319,421,16380,12372,51918862,51882,1979,728319,947,2228116,9290,238112,6931,328641,33146239,390412,69921,4168,88514,14557124,23874,16,839028,385330,3331
"01100011000111001001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01100011110111001111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10011100001110011110",171896,385414,1229312,283844,118431,2601,117249,2806,1582197,3475610,4610,821596,7581,32269,1366,47962,1087237,16346,1087091,1272,187,11601,180140,308231,6835,636145,14371,145977,84698,886758
"10100010001000111010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10110001001110101110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11001001001000100111",787,2106,865228,23601,13842805,70148,26151,7340166,322,39457,8924,345600,73459,109344,77323,478989,1958799,1803925,21920,37692,54749,167929,17740,30162,7351,923568,81507,4735,249046,2100239
"00101110111110101110",53829,166989,3158,154745,29096,33951,5047,9546,824661,141770,35916,5386,5939,1317,250027,48441,20590,5248,31718,102705,27766,34797,7330,3013556,95637,427594,162,33678409,675518,29329
"11001010110010010011",4131,264370,7242,63628,1384473,309750,1804,13475,13491,16898,12160908,69529,626825,9892,1264,24919,8817531,1298,84255,14561,151946,2526,41225,253377,615863,24563,378700,24889,23620,1755539
"00000010111111011001",96979,50208,7214,46114,13126,2096719,13761,467,30057,11121,78561,5108,37402,17221,43255,2483,122553,28736,206565,302021,39912,58715,29202,3320161,12523662,221506,67028,32361,55346,4684
"10111010100001001000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10001011011000100110",655,1226,185958,249845,42322534,177123,14088,591229,1249,94249,22896,4101406,14547,17736,366151,793110,70582,857704,459912,25763,26935,6751,1164,586076,8768,11415,482,91904,461479,3863395
"11100001000000010101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00000001101000101001",8032,1378,138435,16236,11928,1589672,43367,950767,38,5610,32964,2102,441803,66529,1877511,89316,472546,407676,4482,1293299,702037,638708,19183,17386,7825226,2450782,13062,2145,6116963,7918
"00010111101011111010",1296362,15503,5420,82976,25755,7782278,89410,56619,5060,6062,232843,71577,1574762,185428,413094,17959,177867,99786,50925,972610,39411,2126,1389418,3088327,160960,45792,608,3190888,66038,116048
"11100101010110001000",15910,874607,8593156,218310,1722,1927,137352,893,405325,273138,45361,81998,498572,20566,3458588,3489,23608,177308,81368,68176,206537,41211,76787,67276,47487,178623,34013,23856,26295,31391
"00000110100110111100",3725,2716,25357,838,1884,11309,2543,18,211,159394,2033,106,4701,2897,133634,4755,1532,315,532188,438,102,7153,150,13927,1941023,967,4,27480,12591,1211
"00010011010101010111",603,5433,249876,22403,596769,159280,11892,27125,386828,1382270,12505,2761921,47748,107920,7909,197067,58735,579866,41795134,257434,12198,434458,133382,965279,273290,5636,261,65552,414564,27246
"11100001000100001011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00000101110110101011",1285,48852,494272,33859,18823,85155,5111,17749,163751,462563,54820,1517,3167750,429,181848,54298,85937,37121,24628,3429764,3840724,7422936,181926,73651,36694599,525102,58,1342114,1357751,1122
"10000110011010001101",485695,22525,77134,2185024,475412,323133,5026,3120,10543,211116,806565,281922,13180,8398,43758,1204,52752,10095,209436,118222,26242,86235,30972,143770,199971,101645,13560,55699,158182,84191
"10010110000100001010",132,1003882,9347,16939,7893,524,298689,6,462,2086139,195,1060,2956,285,6728,462,2479,2349,15683457,2270,39,4223,13,6505,1735630,25463,0,7379,565,10135
"11100111111101100011",30056,373804,10774,673395,29601,199379,331563,708947,7990,7466,538980,92776,822728,12768,745478,16319,19018,3287229,47165,386844,752757,95093,39989,884559,305061,497185,5337,252476,16227,12867
"01001101011001100110",4754,7090,240976,184924,3633938,67054,13892,7832328,16624,37621,8462,714521,171556,47470,813473,101754,38085,1462899,75294,276727,4146045,2296926,67979,125849,366,96633,2488,1727800,86243,147970
"01111101011111101100",255926,226947,157021,132046,19878,30672,8330,163389,652674,103913,759,52739,125212,128626,15020771,31541,7763,143577,18223,2607287,38514,22098,305283,360530,1779,99125,7721,10196363,59877,75571
"11111000110010000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11111111010011100100",1817367,57141,13702,2284329,860997,52671,11455,201359,158474,194749,175910,1744461,1397391,1321158,4361143,227487,31275,54054,8058,233737,138205,463,177709,423647,252,207,14092,2834331,17068,6158480
"01111100111100110110",18242,1059238,73338,103570,5529,13497,4646,13764829,86128,43827,112269,393505,96473,39284,23754,75516,71766,13813,1421980,2580,5113,33629,239854,44786,4673,124819,19791,2094111,3473579,55762
"11110001000111111101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11001000010101001101",12794,1224905,135175,70358,311706,6380,232826,1855,636043,1155413,3726,21574,11045,22619,96550,202086,141940,10126,49366,128857,1674074,4499018,753,20697,16492,370077,30576,17630,15842,31338
"00011001111010010111",2781,724,77046,196695,6302625,164778,276,9043586,47051,9595,136402,1546369,215008,66426,1186,1209204,1681944,37791,314335,152445,5700,30575,6842899,131609,785223,105871,49697,71876,6776990,911744
"00101101000110101101",54,1022,243655,1393,8987,1525,79,432,6642,2050166,18,16,1899,5533,647162,43155,2224,13119,15343,30574,623,26053,2778,4903,422511,18343,34,3915,7257,6562
"00000110101110010110",166608,3360,138578,92280,34940,5989,118352,5157,64129,154080,144079,366711,31250,25030,1415,10179,732901,146889,1102894,708,1130,316101,69691,4042050,293170,328804,5430,157930,792317,19321
"11111111001001100000",1372609,214532,12408,1085818,24007,174054,266861,1150165,748,51202,70504,317849,920908,2547315,6999371,16498,289602,1785493,7390,160934,49122,188,31570,563369,769,17919,136126,58248,5538,3043559
"10100000101010101011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10110000011101100100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01110011011101011011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11111100111001101010",839635,31409156,274,4467042,36653,125537,493047,1835095,56433,2517,174947,49344,326635,46101,399471,69443,26880,6269,7017,187570,1258102,5596,57781,30352,1226,491619,20392,4063662,26345,541400
"01100101101000100010",12118,10897,99045,89224,5016,32178,201101,15712248,414,1468,158902,53085,1702261,168415,936879,18934,171457,3707919,12271,35759,519558,224656,245560,54409,20774,2082195,37611,43085,1247968,40174
"11110110000010000100",22499,12474,2364,126689,68033,288,12661,440,150,31394,3379,25057,11957,144212,22058,582,2119,2741,424538,231,8,130,1231,3523,6144,464,1706,2834,1297,666435
"01101100011010011110",11466,213141,213042,62106,48803,67820,427,49600,879625,17347,137788,220528,3329,49862,35516,2456,72234,6275,600410,9279,23009,14519,1717895,177159,217,492062,346019,433868,89565,531718
"11101101011000111100",29003,114616,7993280,123265,11625,525401,2690,1880717,6572,28227,671769,1349706,21146,311732,14835917,72962,19243,54206,233584,9133,104440,1540,211855,15613,157,30341,143401,23520,141894,534636
"01011100100010010010",376,65717,2829,7229,33682,927,979,5364,349,11061,5631,745,260968,6921,435,2265,206220,236,276023,568,295,1473,16417,1657,222476,8118,1442,12864,1788,163069
"01000101010111011000",18490,201083,12799058,16367,2081,49335,31930,516,531997,245456,24883,55204,1017485,49294,1668174,1694,46640,162695,467311,244340,1311705,466115,418356,255927,43261,39396,19942,88578,7444,4197
"00000100101000101111",68239,8916,20336,95860,52647,210662,54536,1047832,2608,42055,111200,7612,42376,13496,24514,64787,178697,24730,20618,104542,595270,24785900,53645,11584,226819,6601676,992,174647,9300656,4604
"11000100001101011110",195567,611532,1495469,78217,28821,6779,12797278,3133,212653,128941,9600,1139264,4875,129482,21508,8656,72527,372224,2072706,879,23501,1516144,30438,152808,382,3072385,35785,26797,6551,30236
"01101000000001101100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10001011001010111110",9301,1139,518315,10756,5120502,1578049,10109,9062,4467,62859,24646,556192,5891,129118,368597,378755,542225,132116,120485,12903,1596,182,23658,2939996,4508,27997,4269,59598,57178,12453810
"11110100011111001100",6409360,1956311,50437,4510416,26333,2135,993378,6320,1621234,42123,4105,1012198,31761,230260,259403,3718,3569,75303,153690,30985,4599,40843,167748,128521,875,231445,163810,543154,24129,116211
